,year,willid,site,site_full,season,treat,height,willid_full,exp,dam,browse,beaver_status,beaver_year
77,2018,786,eb2,eb2-cc,fall,cc,120,eb2-cc-786,1,0,1,no bv,2019
78,2018,9,eb2,eb2-cc,fall,cc,264,eb2-cc-9,1,0,1,no bv,2019
79,2018,47,eb2,eb2-dc,fall,dc,206,eb2-dc-47,1,1,1,no bv,2019
80,2018,48,eb2,eb2-dc,fall,dc,189,eb2-dc-48,1,1,1,no bv,2019
81,2018,49,eb2,eb2-dc,fall,dc,253,eb2-dc-49,1,1,1,no bv,2019
82,2018,51,eb2,eb2-dc,fall,dc,174,eb2-dc-51,1,1,1,no bv,2019
83,2018,52,eb2,eb2-dc,fall,dc,265,eb2-dc-52,1,1,1,no bv,2019
84,2018,53,eb2,eb2-dc,fall,dc,265,eb2-dc-53,1,1,1,no bv,2019
85,2018,54,eb2,eb2-dc,fall,dc,288,eb2-dc-54,1,1,1,no bv,2019
86,2018,55,eb2,eb2-dc,fall,dc,311,eb2-dc-55,1,1,1,no bv,2019
87,2018,56,eb2,eb2-dc,fall,dc,334,eb2-dc-56,1,1,1,no bv,2019
88,2018,57,eb2,eb2-dc,fall,dc,334,eb2-dc-57,1,1,1,no bv,2019
89,2018,58,eb2,eb2-dc,fall,dc,372,eb2-dc-58,1,1,1,no bv,2019
90,2018,59,eb2,eb2-dc,fall,dc,300,eb2-dc-59,1,1,1,no bv,2019
91,2018,61,eb2,eb2-dc,fall,dc,416,eb2-dc-61,1,1,1,no bv,2019
92,2018,726,eb2,eb2-dc,fall,dc,127,eb2-dc-726,1,1,1,no bv,2019
93,2018,31,eb2,eb2-dx,fall,dx,258,eb2-dx-31,1,1,0,no bv,2019
94,2018,32,eb2,eb2-dx,fall,dx,441,eb2-dx-32,1,1,0,no bv,2019
95,2018,33,eb2,eb2-dx,fall,dx,348,eb2-dx-33,1,1,0,no bv,2019
96,2018,34,eb2,eb2-dx,fall,dx,341,eb2-dx-34,1,1,0,no bv,2019
97,2018,35,eb2,eb2-dx,fall,dx,512,eb2-dx-35,1,1,0,no bv,2019
98,2018,36,eb2,eb2-dx,fall,dx,410,eb2-dx-36,1,1,0,no bv,2019
99,2018,37,eb2,eb2-dx,fall,dx,383,eb2-dx-37,1,1,0,no bv,2019
100,2018,38,eb2,eb2-dx,fall,dx,200,eb2-dx-38,1,1,0,no bv,2019
101,2018,39,eb2,eb2-dx,fall,dx,363,eb2-dx-39,1,1,0,no bv,2019
102,2018,41,eb2,eb2-dx,fall,dx,361,eb2-dx-41,1,1,0,no bv,2019
103,2018,42,eb2,eb2-dx,fall,dx,318,eb2-dx-42,1,1,0,no bv,2019
104,2018,43,eb2,eb2-dx,fall,dx,382,eb2-dx-43,1,1,0,no bv,2019
105,2018,45,eb2,eb2-dx,fall,dx,280,eb2-dx-45,1,1,0,no bv,2019
106,2018,46,eb2,eb2-dx,fall,dx,367,eb2-dx-46,1,1,0,no bv,2019
107,2018,487,eb2,eb2-cx,fall,cx,155,eb2-cx-487,1,0,0,no bv,2019
108,2018,729,eb2,eb2-cx,fall,cx,244,eb2-cx-729,1,0,0,no bv,2019
109,2018,732,eb2,eb2-cx,fall,cx,161,eb2-cx-732,1,0,0,no bv,2019
110,2018,735,eb2,eb2-cx,fall,cx,185,eb2-cx-735,1,0,0,no bv,2019
111,2018,738,eb2,eb2-cx,fall,cx,168,eb2-cx-738,1,0,0,no bv,2019
112,2018,741,eb2,eb2-cx,fall,cx,216,eb2-cx-741,1,0,0,no bv,2019
113,2018,744,eb2,eb2-cx,fall,cx,202,eb2-cx-744,1,0,0,no bv,2019
114,2018,747,eb2,eb2-cx,fall,cx,202,eb2-cx-747,1,0,0,no bv,2019
115,2018,744,eb2,eb2-cx,fall,cx,103,eb2-cx-744,1,0,0,no bv,2019
116,2018,7,eb2,eb2-cx,fall,cx,204,eb2-cx-7,1,0,0,no bv,2019
117,2018,753,eb2,eb2-cx,fall,cx,204,eb2-cx-753,1,0,0,no bv,2019
118,2018,756,eb2,eb2-cx,fall,cx,176,eb2-cx-756,1,0,0,no bv,2019
119,2018,759,eb2,eb2-cx,fall,cx,155,eb2-cx-759,1,0,0,no bv,2019
120,2018,765,eb2,eb2-cx,fall,cx,159,eb2-cx-765,1,0,0,no bv,2019
121,2018,768,eb2,eb2-cx,fall,cx,172,eb2-cx-768,1,0,0,no bv,2019
122,2018,493,eb1,eb1-cc,fall,cc,122,eb1-cc-493,1,0,1,no bv,2019
123,2018,499,eb1,eb1-cc,fall,cc,136,eb1-cc-499,1,0,1,no bv,2019
124,2018,2,eb1,eb1-cc,fall,cc,119,eb1-cc-2,1,0,1,no bv,2019
125,2018,5,eb1,eb1-cc,fall,cc,138,eb1-cc-5,1,0,1,no bv,2019
126,2018,611,eb1,eb1-cc,fall,cc,139,eb1-cc-611,1,0,1,no bv,2019
127,2018,614,eb1,eb1-cc,fall,cc,150,eb1-cc-614,1,0,1,no bv,2019
128,2018,617,eb1,eb1-cc,fall,cc,130,eb1-cc-617,1,0,1,no bv,2019
129,2018,6,eb1,eb1-cc,fall,cc,183,eb1-cc-6,1,0,1,no bv,2019
130,2018,626,eb1,eb1-cc,fall,cc,91,eb1-cc-626,1,0,1,no bv,2019
131,2018,629,eb1,eb1-cc,fall,cc,147,eb1-cc-629,1,0,1,no bv,2019
132,2018,6,eb1,eb1-cc,fall,cc,149,eb1-cc-6,1,0,1,no bv,2019
133,2018,1,eb1,eb1-dx,fall,dx,164,eb1-dx-1,1,1,0,no bv,2019
134,2018,2,eb1,eb1-dx,fall,dx,383,eb1-dx-2,1,1,0,no bv,2019
135,2018,3,eb1,eb1-dx,fall,dx,225,eb1-dx-3,1,1,0,no bv,2019
136,2018,4,eb1,eb1-dx,fall,dx,305,eb1-dx-4,1,1,0,no bv,2019
137,2018,5,eb1,eb1-dx,fall,dx,295,eb1-dx-5,1,1,0,no bv,2019
138,2018,6,eb1,eb1-dx,fall,dx,368,eb1-dx-6,1,1,0,no bv,2019
139,2018,7,eb1,eb1-dx,fall,dx,351,eb1-dx-7,1,1,0,no bv,2019
140,2018,8,eb1,eb1-dx,fall,dx,246,eb1-dx-8,1,1,0,no bv,2019
141,2018,9,eb1,eb1-dx,fall,dx,362,eb1-dx-9,1,1,0,no bv,2019
142,2018,11,eb1,eb1-dx,fall,dx,252,eb1-dx-11,1,1,0,no bv,2019
143,2018,12,eb1,eb1-dx,fall,dx,206,eb1-dx-12,1,1,0,no bv,2019
144,2018,13,eb1,eb1-dx,fall,dx,296,eb1-dx-13,1,1,0,no bv,2019
145,2018,14,eb1,eb1-dx,fall,dx,278,eb1-dx-14,1,1,0,no bv,2019
146,2018,15,eb1,eb1-dx,fall,dx,275,eb1-dx-15,1,1,0,no bv,2019
147,2018,456,eb1,eb1-dx,fall,dx,215,eb1-dx-456,1,1,0,no bv,2019
148,2018,16,eb1,eb1-dc,fall,dc,246,eb1-dc-16,1,1,1,no bv,2019
149,2018,17,eb1,eb1-dc,fall,dc,287,eb1-dc-17,1,1,1,no bv,2019
150,2018,18,eb1,eb1-dc,fall,dc,234,eb1-dc-18,1,1,1,no bv,2019
151,2018,19,eb1,eb1-dc,fall,dc,250,eb1-dc-19,1,1,1,no bv,2019
152,2018,21,eb1,eb1-dc,fall,dc,285,eb1-dc-21,1,1,1,no bv,2019
153,2018,22,eb1,eb1-dc,fall,dc,282,eb1-dc-22,1,1,1,no bv,2019
154,2018,23,eb1,eb1-dc,fall,dc,199,eb1-dc-23,1,1,1,no bv,2019
155,2018,24,eb1,eb1-dc,fall,dc,204,eb1-dc-24,1,1,1,no bv,2019
156,2018,25,eb1,eb1-dc,fall,dc,269,eb1-dc-25,1,1,1,no bv,2019
157,2018,28,eb1,eb1-dc,fall,dc,156,eb1-dc-28,1,1,1,no bv,2019
158,2018,29,eb1,eb1-dc,fall,dc,163,eb1-dc-29,1,1,1,no bv,2019
159,2018,814,eb1,eb1-dc,fall,dc,318,eb1-dc-814,1,1,1,no bv,2019
160,2018,2,eb1,eb1-dc,fall,dc,230,eb1-dc-2,1,1,1,no bv,2019
161,2018,637,eb1,eb1-cx,fall,cx,252,eb1-cx-637,1,0,0,no bv,2019
162,2018,6,eb1,eb1-cx,fall,cx,199,eb1-cx-6,1,0,0,no bv,2019
163,2018,643,eb1,eb1-cx,fall,cx,253,eb1-cx-643,1,0,0,no bv,2019
164,2018,646,eb1,eb1-cx,fall,cx,227,eb1-cx-646,1,0,0,no bv,2019
165,2018,649,eb1,eb1-cx,fall,cx,270,eb1-cx-649,1,0,0,no bv,2019
166,2018,652,eb1,eb1-cx,fall,cx,273,eb1-cx-652,1,0,0,no bv,2019
167,2018,655,eb1,eb1-cx,fall,cx,312,eb1-cx-655,1,0,0,no bv,2019
168,2018,658,eb1,eb1-cx,fall,cx,200,eb1-cx-658,1,0,0,no bv,2019
169,2018,661,eb1,eb1-cx,fall,cx,258,eb1-cx-661,1,0,0,no bv,2019
170,2018,65,wb,wb-cc,fall,cc,257,wb-cc-65,1,0,1,no bv,2019
171,2018,67,wb,wb-cc,fall,cc,277,wb-cc-67,1,0,1,no bv,2019
172,2018,73,wb,wb-cc,fall,cc,200,wb-cc-73,1,0,1,no bv,2019
173,2018,76,wb,wb-cc,fall,cc,185,wb-cc-76,1,0,1,no bv,2019
174,2018,79,wb,wb-cc,fall,cc,238,wb-cc-79,1,0,1,no bv,2019
175,2018,82,wb,wb-cc,fall,cc,223,wb-cc-82,1,0,1,no bv,2019
176,2018,85,wb,wb-cc,fall,cc,241,wb-cc-85,1,0,1,no bv,2019
177,2018,88,wb,wb-cc,fall,cc,213,wb-cc-88,1,0,1,no bv,2019
178,2018,91,wb,wb-cc,fall,cc,204,wb-cc-91,1,0,1,no bv,2019
179,2018,94,wb,wb-cc,fall,cc,133,wb-cc-94,1,0,1,no bv,2019
180,2018,97,wb,wb-cc,fall,cc,187,wb-cc-97,1,0,1,no bv,2019
181,2018,293,wb,wb-cc,fall,cc,185,wb-cc-293,1,0,1,no bv,2019
182,2018,296,wb,wb-cc,fall,cc,354,wb-cc-296,1,0,1,no bv,2019
183,2018,1,wb,wb-cc,fall,cc,209,wb-cc-1,1,0,1,no bv,2019
184,2018,4,wb,wb-cc,fall,cc,118,wb-cc-4,1,0,1,no bv,2019
185,2018,293,wb,wb-cc,fall,cc,186,wb-cc-293,1,0,1,no bv,2019
186,2018,7,wb,wb-cc,fall,cc,173,wb-cc-7,1,0,1,no bv,2019
187,2018,5,wb,wb-cc,fall,cc,81,wb-cc-5,1,0,1,no bv,2019
188,2018,513,wb,wb-cc,fall,cc,210,wb-cc-513,1,0,1,no bv,2019
189,2018,516,wb,wb-cc,fall,cc,136,wb-cc-516,1,0,1,no bv,2019
190,2018,915,wb,wb-cc,fall,cc,201,wb-cc-915,1,0,1,no bv,2019
191,2018,164,wb,wb-dc,fall,dc,225,wb-dc-164,1,1,1,no bv,2019
192,2018,167,wb,wb-dc,fall,dc,247,wb-dc-167,1,1,1,no bv,2019
193,2018,1,wb,wb-dc,fall,dc,296,wb-dc-1,1,1,1,no bv,2019
194,2018,173,wb,wb-dc,fall,dc,329,wb-dc-173,1,1,1,no bv,2019
195,2018,176,wb,wb-dc,fall,dc,349,wb-dc-176,1,1,1,no bv,2019
196,2018,179,wb,wb-dc,fall,dc,221,wb-dc-179,1,1,1,no bv,2019
197,2018,182,wb,wb-dc,fall,dc,321,wb-dc-182,1,1,1,no bv,2019
198,2018,185,wb,wb-dc,fall,dc,283,wb-dc-185,1,1,1,no bv,2019
199,2018,188,wb,wb-dc,fall,dc,352,wb-dc-188,1,1,1,no bv,2019
200,2018,191,wb,wb-dc,fall,dc,311,wb-dc-191,1,1,1,no bv,2019
201,2018,194,wb,wb-dc,fall,dc,312,wb-dc-194,1,1,1,no bv,2019
202,2018,197,wb,wb-dc,fall,dc,424,wb-dc-197,1,1,1,no bv,2019
203,2018,199,wb,wb-dc,fall,dc,189,wb-dc-199,1,1,1,no bv,2019
204,2018,3,wb,wb-dc,fall,dc,146,wb-dc-3,1,1,1,no bv,2019
205,2018,6,wb,wb-dc,fall,dc,81,wb-dc-6,1,1,1,no bv,2019
206,2018,9,wb,wb-dc,fall,dc,332,wb-dc-9,1,1,1,no bv,2019
207,2018,212,wb,wb-dc,fall,dc,331,wb-dc-212,1,1,1,no bv,2019
208,2018,215,wb,wb-dc,fall,dc,269,wb-dc-215,1,1,1,no bv,2019
209,2018,218,wb,wb-dc,fall,dc,223,wb-dc-218,1,1,1,no bv,2019
210,2018,221,wb,wb-dc,fall,dc,316,wb-dc-221,1,1,1,no bv,2019
211,2018,224,wb,wb-dc,fall,dc,305,wb-dc-224,1,1,1,no bv,2019
212,2018,227,wb,wb-cx,fall,cx,192,wb-cx-227,1,0,0,no bv,2019
213,2018,2,wb,wb-cx,fall,cx,126,wb-cx-2,1,0,0,no bv,2019
214,2018,233,wb,wb-cx,fall,cx,308,wb-cx-233,1,0,0,no bv,2019
215,2018,236,wb,wb-cx,fall,cx,227,wb-cx-236,1,0,0,no bv,2019
216,2018,239,wb,wb-cx,fall,cx,273,wb-cx-239,1,0,0,no bv,2019
217,2018,242,wb,wb-cx,fall,cx,339,wb-cx-242,1,0,0,no bv,2019
218,2018,245,wb,wb-cx,fall,cx,327,wb-cx-245,1,0,0,no bv,2019
219,2018,248,wb,wb-cx,fall,cx,280,wb-cx-248,1,0,0,no bv,2019
220,2018,251,wb,wb-cx,fall,cx,315,wb-cx-251,1,0,0,no bv,2019
221,2018,254,wb,wb-cx,fall,cx,428,wb-cx-254,1,0,0,no bv,2019
222,2018,257,wb,wb-cx,fall,cx,223,wb-cx-257,1,0,0,no bv,2019
223,2018,2,wb,wb-cx,fall,cx,401,wb-cx-2,1,0,0,no bv,2019
224,2018,263,wb,wb-cx,fall,cx,390,wb-cx-263,1,0,0,no bv,2019
225,2018,266,wb,wb-cx,fall,cx,316,wb-cx-266,1,0,0,no bv,2019
226,2018,269,wb,wb-cx,fall,cx,199,wb-cx-269,1,0,0,no bv,2019
227,2018,275,wb,wb-cx,fall,cx,198,wb-cx-275,1,0,0,no bv,2019
228,2018,278,wb,wb-cx,fall,cx,352,wb-cx-278,1,0,0,no bv,2019
229,2018,281,wb,wb-cx,fall,cx,254,wb-cx-281,1,0,0,no bv,2019
230,2018,284,wb,wb-cx,fall,cx,327,wb-cx-284,1,0,0,no bv,2019
231,2018,7,wb,wb-cx,fall,cx,258,wb-cx-7,1,0,0,no bv,2019
232,2018,1,wb,wb-dx,fall,dx,384,wb-dx-1,1,1,0,no bv,2019
233,2018,4,wb,wb-dx,fall,dx,368,wb-dx-4,1,1,0,no bv,2019
234,2018,7,wb,wb-dx,fall,dx,275,wb-dx-7,1,1,0,no bv,2019
235,2018,1,wb,wb-dx,fall,dx,310,wb-dx-1,1,1,0,no bv,2019
236,2018,113,wb,wb-dx,fall,dx,310,wb-dx-113,1,1,0,no bv,2019
237,2018,116,wb,wb-dx,fall,dx,401,wb-dx-116,1,1,0,no bv,2019
238,2018,119,wb,wb-dx,fall,dx,323,wb-dx-119,1,1,0,no bv,2019
239,2018,125,wb,wb-dx,fall,dx,143,wb-dx-125,1,1,0,no bv,2019
240,2018,128,wb,wb-dx,fall,dx,267,wb-dx-128,1,1,0,no bv,2019
241,2018,146,wb,wb-dx,fall,dx,455,wb-dx-146,1,1,0,no bv,2019
242,2018,149,wb,wb-dx,fall,dx,315,wb-dx-149,1,1,0,no bv,2019
243,2018,152,wb,wb-dx,fall,dx,348,wb-dx-152,1,1,0,no bv,2019
244,2018,155,wb,wb-dx,fall,dx,477,wb-dx-155,1,1,0,no bv,2019
245,2018,158,wb,wb-dx,fall,dx,489,wb-dx-158,1,1,0,no bv,2019
246,2018,161,wb,wb-dx,fall,dx,459,wb-dx-161,1,1,0,no bv,2019
247,2018,86,crescent,crescent-obs,fall,obs,108,crescent-obs-86,0,0,1,no bv,2019
248,2018,89,crescent,crescent-obs,fall,obs,68,crescent-obs-89,0,0,1,no bv,2019
249,2018,95,crescent,crescent-obs,fall,obs,62,crescent-obs-95,0,0,1,no bv,2019
250,2018,792,eb2,eb2-cc,fall,cc,330,eb2-cc-792,1,0,1,no bv,2019
251,2018,376,eb2,eb2-cc,fall,cc,263,eb2-cc-376,1,0,1,no bv,2019
252,2018,377,eb2,eb2-cc,fall,cc,263,eb2-cc-377,1,0,1,no bv,2019
253,2018,421,hailbuf,hailbuf-obs,fall,obs,85,hailbuf-obs-421,0,0,1,no bv,2019
254,2018,4,hailbuf,hailbuf-obs,fall,obs,70,hailbuf-obs-4,0,0,1,no bv,2019
255,2018,433,hailbuf,hailbuf-obs,fall,obs,100,hailbuf-obs-433,0,0,1,no bv,2019
256,2018,1017,hailbuf,hailbuf-obs,fall,obs,81,hailbuf-obs-1017,0,0,1,no bv,2019
257,2018,16,lava,lava-obs,fall,obs,302,lava-obs-16,0,0,1,no bv,2019
258,2018,19,lava,lava-obs,fall,obs,31,lava-obs-19,0,0,1,no bv,2019
259,2018,23,lava,lava-obs,fall,obs,75,lava-obs-23,0,0,1,no bv,2019
260,2018,24,lava,lava-obs,fall,obs,215,lava-obs-24,0,0,1,no bv,2019
261,2018,159,lb1,lb1-obs,fall,obs,226,lb1-obs-159,0,0,1,no bv,2019
262,2018,339,lb1,lb1-obs,fall,obs,258,lb1-obs-339,0,0,1,no bv,2019
263,2018,3,lb1,lb1-obs,fall,obs,333,lb1-obs-3,0,0,1,no bv,2019
264,2018,341,lb1,lb1-obs,fall,obs,333,lb1-obs-341,0,0,1,no bv,2019
265,2018,343,lb1,lb1-obs,fall,obs,299,lb1-obs-343,0,0,1,no bv,2019
266,2018,359,lb2,lb2-obs,fall,obs,201,lb2-obs-359,0,0,1,no bv,2019
267,2018,3,lb2,lb2-obs,fall,obs,218,lb2-obs-3,0,0,1,no bv,2019
268,2018,362,lb2,lb2-obs,fall,obs,250,lb2-obs-362,0,0,1,no bv,2019
269,2018,363,lb2,lb2-obs,fall,obs,270,lb2-obs-363,0,0,1,no bv,2019
270,2018,466,lb2,lb2-obs,fall,obs,128,lb2-obs-466,0,0,1,no bv,2019
271,2018,866,lb2,lb2-obs,fall,obs,194,lb2-obs-866,0,0,1,no bv,2019
272,2018,36415,lb2,lb2-obs,fall,obs,185,lb2-obs-36415,0,0,1,no bv,2019
273,2018,234,lb3,lb3-obs,fall,obs,238,lb3-obs-234,0,0,1,no bv,2019
274,2018,324,lb3,lb3-obs,fall,obs,238,lb3-obs-324,0,0,1,no bv,2019
275,2018,327,lb3,lb3-obs,fall,obs,181,lb3-obs-327,0,0,1,no bv,2019
276,2018,3,lb3,lb3-obs,fall,obs,128,lb3-obs-3,0,0,1,no bv,2019
277,2018,316,lb3,lb3-obs,fall,obs,194,lb3-obs-316,0,0,1,no bv,2019
278,2018,817,lb4,lb4-obs,fall,obs,259,lb4-obs-817,0,0,1,no bv,2019
279,2018,88817,lb4,lb4-obs,fall,obs,183,lb4-obs-88817,0,0,1,no bv,2019
280,2018,87917,lb4,lb4-obs,fall,obs,212,lb4-obs-87917,0,0,1,no bv,2019
281,2018,88517,lb4,lb4-obs,fall,obs,287,lb4-obs-88517,0,0,1,no bv,2019
282,2018,88317,lb4,lb4-obs,fall,obs,249,lb4-obs-88317,0,0,1,no bv,2019
283,2018,87717,lb4,lb4-obs,fall,obs,206,lb4-obs-87717,0,0,1,no bv,2019
284,2018,62,lb5,lb5-obs,fall,obs,346,lb5-obs-62,0,0,1,no bv,2019
285,2018,67,lb5,lb5-obs,fall,obs,227,lb5-obs-67,0,0,1,no bv,2019
286,2018,70,lb5,lb5-obs,fall,obs,328,lb5-obs-70,0,0,1,no bv,2019
287,2018,73,lb5,lb5-obs,fall,obs,239,lb5-obs-73,0,0,1,no bv,2019
288,2018,77,lb5,lb5-obs,fall,obs,221,lb5-obs-77,0,0,1,no bv,2019
289,2018,80,lb6,lb6-obs,fall,obs,320,lb6-obs-80,0,0,1,no bv,2019
290,2018,84,lb6,lb6-obs,fall,obs,269,lb6-obs-84,0,0,1,no bv,2019
291,2018,87,lb6,lb6-obs,fall,obs,264,lb6-obs-87,0,0,1,no bv,2019
292,2018,91,lb6,lb6-obs,fall,obs,188,lb6-obs-91,0,0,1,no bv,2019
293,2018,94,lb6,lb6-obs,fall,obs,161,lb6-obs-94,0,0,1,no bv,2019
294,2018,116,lostc,lostc-obs,fall,obs,118,lostc-obs-116,0,0,1,no bv,2019
295,2018,119,lostc,lostc-obs,fall,obs,76,lostc-obs-119,0,0,1,no bv,2019
296,2018,122,lostc,lostc-obs,fall,obs,160,lostc-obs-122,0,0,1,no bv,2019
297,2018,125,lostc,lostc-obs,fall,obs,147,lostc-obs-125,0,0,1,no bv,2019
298,2018,128,lostc,lostc-obs,fall,obs,141,lostc-obs-128,0,0,1,no bv,2019
